"C4R4MNOR"	"C4R4MSCL"	"C4R4MTSC"	"C4R4MTHT"	"C4R4MSET"	"C5R4MNR3"	"C5R4MSCL"	"C5R4MTSC"	"C5R4MTHT"	"C5R4MSET"	"P5MOMCOB"	"P5DADCOB"	"P4MOMCOB"	"P4DADCOB"	"P5MAGEUS"	"P5DAGEUS"	"P4MAGEUS"	"P4DAGEUS"	"P2CHPLAC"	"C1SCTOT"	"W1RACETH"	"P4HISPBD"	"P4ASIABD"	"P4HISPBD.1"	"P5MOMCOB.1"	"P4MOMCOB.1"	"R2_KAGE"	"GENDER"	"P1HFAMIL"	"P2HFAMIL"	"P1HPARNT"	"P2HPARNT"	"P1NUMSIB"	"P2NUMSIB"	"P2INCOME"	"P1HIG_2"	"S2CHCARE"	"U2REPEAT"	"F2CLASS"	"A2ATTOPN"	"P2ATTENP"	"P2PARGRP"	"T2INFMTS"	"C7SPORTS"	"C7ARTS"	"P2NOENGL"	"P4LIBRAR"	"P2MUSEUM"	"P2CONCRT"	"P3ARTSCI"	"P5ZOO"	"P5SPTEVT"	"S2KPUPRI"	"S2KPUPRI.1"	"BYCW0"	"BYPW0"	"BYCPTW0"	"BYCOMW0"	"P1PRIMPK"	"W3RACETH"	"RACE"
"11644"	11	49.01	45.231	0.203	0.146	7	86.93	46.752	1.093	0.117	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.67	1	3	5	4	8	1	0	23000	-1	2	-2	3	3	1	1	2	1	2	2	1	2	1	NA	1	2	1	1	466.04985	501.37201	527.94044	473.76543	1	1	1
"11647"	10	51.36	46.771	0.281	0.144	7	84.61	45.917	1.059	0.118	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74.23	2	1	1	2	2	2	2	50000	12	2	-2	3	3	2	1	2	2	4	2	2	1	2	NA	1	1	1	1	457.58612	501.37201	527.94044	474.87012	6	1	1
"11649"	12	65.64	54.431	0.696	0.142	11	102.42	52.125	1.365	0.115	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.5	1	1	1	2	2	1	1	35000	13	2	-2	3	2	1	1	1	1	3	2	2	2	2	2	2	2	1	1	211.41416	224.84298	236.75774	225.10065	7	1	1
"11650"	12	54.72	48.825	0.387	0.143	5	81.55	44.79	1.02	0.133	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	76.2	1	3	3	4	4	1	1	18000	-1	2	-2	3	2	1	2	1	2	1	2	1	1	1	2	1	1	1	1	211.41416	224.84298	236.75774	225.10065	6	1	1
"11653"	16	123.49	74.264	1.751	0.229	16	153.09	73.524	2.383	0.176	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	80.6	1	1	1	1	1	2	2	120000	18	2	-2	3	2	1	1	1	2	3	2	2	1	1	NA	1	1	1	1	211.41416	224.84298	236.75774	225.10065	6	1	1
"11654"	13	68.1	55.507	0.755	0.143	9	113.95	56.258	1.583	0.134	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.97	1	1	3	2	4	1	1	13000	9	2	-2	3	3	1	1	1	NA	NA	2	2	1	2	1	1	2	1	1	211.41416	224.84298	236.75774	225.10065	2	1	1
"11656"	10	46.33	43.357	0.093	0.148	4	66.58	38.463	0.724	0.139	1	1	NA	NA	-1	-1	NA	NA	1	-1	1	NA	NA	NA	1	NA	68.27	2	2	2	1	1	0	0	43000	10	2	-2	3	3	2	2	1	2	3	2	NA	2	2	2	2	2	1	1	211.41416	231.92405	236.75774	225.10065	0	1	1
"11658"	8	41.75	39.838	-0.089	0.166	5	68.59	39.422	0.763	0.136	-1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	74.73	1	1	1	1	1	1	1	51000	16	2	-2	3	3	2	1	1	1	-9	2	1	1	2	1	2	1	1	1	211.41416	224.84298	236.75774	225.10065	0	1	1
"11659"	15	85.87	61.999	1.091	0.155	11	109.94	54.788	1.517	0.118	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.3	1	5	5	8	8	2	2	8200	1	2	-2	3	3	2	1	1	1	2	2	2	2	2	2	1	2	1	1	211.41416	224.84298	236.75774	225.10065	0	1	1
"11660"	8	39.7	38.153	-0.172	0.165	3	59.34	34.622	0.53	0.15	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68.67	1	1	1	1	1	1	1	30000	10	2	-2	3	2	1	1	3	NA	NA	2	2	1	1	2	1	1	1	1	211.41416	231.92405	236.75774	225.10065	4	1	1
"11661"	15	99.94	66.421	1.332	0.174	16	146.72	70.156	2.137	0.161	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	67.2	1	1	1	1	1	2	1	21000	13	2	-2	3	2	1	1	3	1	4	2	2	1	1	2	1	2	1	1	211.41416	231.92405	236.75774	225.10065	5	1	1
"11662"	15	80.01	60.042	0.996	0.149	13	115.49	56.836	1.627	0.127	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.33	1	1	1	1	1	2	2	53000	13	2	-2	3	2	1	1	3	3	4	2	2	1	1	2	2	1	1	1	211.41416	224.84298	236.75774	225.10065	4	1	1
"11663"	16	88.15	62.732	1.13	0.158	15	127.07	61.387	1.834	0.139	1	1	NA	NA	-1	-1	NA	NA	1	-1	1	NA	NA	NA	1	NA	75.97	1	1	3	1	4	1	1	18000	13	2	-2	3	2	1	2	3	1	1	2	NA	2	2	2	1	1	1	1	211.41416	224.84298	236.75774	225.10065	2	1	1
"11664"	13	67.56	55.277	0.744	0.142	9	105.47	53.19	1.456	0.116	1	1	1	-1	-1	-1	-1	-1	1	-1	3	-1	-1	-1	1	1	80.2	2	1	1	1	1	1	1	40000	16	2	-2	3	2	1	1	3	2	4	2	1	1	1	2	2	1	1	1	211.41416	224.84298	236.75774	225.10065	7	3	3
"11665"	11	43.92	41.556	0.005	0.151	3	56.91	33.174	0.465	0.155	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74.67	1	4	4	4	4	0	0	5000	-1	2	-2	3	2	1	1	3	1	1	2	2	2	1	2	2	1	1	1	211.41416	224.84298	236.75774	225.10065	5	1	1
"11666"	8	33.23	32.367	-0.49	0.167	3	66.03	38.196	0.702	0.139	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.9	1	1	1	1	1	2	2	45000	12	2	-2	3	4	1	1	1	NA	NA	2	2	1	2	2	1	2	1	1	211.41416	224.84298	236.75774	225.10065	0	1	1
"11667"	14	75.18	58.317	0.893	0.146	15	134.3	64.432	1.983	0.144	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74.4	2	4	4	4	4	0	0	25000	-1	2	-2	3	4	2	1	1	2	3	2	2	1	1	1	2	1	1	1	211.41416	224.84298	236.75774	225.10065	6	1	1
"11668"	13	63.05	53.231	0.618	0.142	12	113.17	55.968	1.542	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.03	1	1	1	1	1	2	2	80000	18	2	-2	3	4	1	1	1	2	2	2	2	2	2	2	2	2	1	1	211.41416	224.84298	236.75774	225.10065	8	1	1
"11669"	14	67.05	55.057	0.733	0.142	10	100.42	51.43	1.32	0.114	1	1	-9	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-9	77.3	1	1	1	1	1	1	1	65000	16	2	-2	3	4	1	1	1	NA	NA	2	2	1	2	2	1	1	1	1	211.41416	224.84298	236.75774	225.10065	2	1	1
"11670"	13	82.73	60.964	1.039	0.152	12	117.85	57.734	1.622	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74.67	1	1	1	1	1	4	4	-8	16	2	-2	3	4	1	2	3	2	3	2	2	2	2	2	2	1	1	1	211.41416	224.84298	236.75774	225.10065	0	1	1
"11671"	11	51.67	46.972	0.291	0.144	4	71.44	40.71	0.814	0.134	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68.77	2	1	1	1	1	1	1	22000	12	2	-2	3	4	1	1	1	2	1	2	2	2	2	2	2	1	1	1	211.41416	231.92405	236.75774	225.10065	0	1	1
"11672"	15	85.92	62.015	1.093	0.155	12	118.82	58.105	1.692	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.27	2	1	1	1	1	2	2	-8	16	2	NA	3	-9	1	1	1	NA	NA	2	1	2	2	2	1	2	2	2	78.43859	82.95638	73.49019	81.06725	0	1	1
"11673"	15	89.81	63.259	1.161	0.16	12	106.43	53.529	1.433	0.145	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	78.33	2	5	5	8	8	0	0	30000	16	2	NA	3	-9	1	1	1	NA	NA	2	2	2	2	2	NA	NA	2	2	78.43859	82.95638	73.49019	81.06725	7	NA	1
"11674"	16	101.93	67.044	1.365	0.178	13	117.76	57.698	1.612	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	82.8	2	2	2	1	1	0	0	35000	13	2	NA	3	-9	1	1	1	NA	NA	2	1	1	2	2	2	1	2	2	78.43859	82.95638	73.49019	81.06725	2	1	1
"11675"	11	53.69	48.213	0.352	0.143	7	89.08	47.51	1.169	0.116	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	87.17	1	1	1	1	1	1	1	-7	13	1	-2	1	3	1	2	2	NA	NA	2	2	2	2	2	1	1	1	1	210.22481	226.15786	238.14229	213.70514	2	1	1
"11676"	14	70.83	56.639	0.804	0.144	5	83.97	45.683	1.048	0.128	1	1	NA	NA	-1	-1	NA	NA	1	-1	1	NA	NA	NA	1	NA	78.03	2	1	1	1	1	1	1	32000	9	1	-2	1	3	1	2	1	NA	NA	2	NA	1	2	1	1	1	1	1	206.40701	226.15786	238.14229	214.20344	2	1	1
"11677"	15	65.14	54.206	0.684	0.142	13	113.81	56.208	1.539	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	8	-1	-1	-1	1	1	76.83	2	3	3	4	4	1	1	8000	-1	1	-2	1	3	1	2	2	1	2	2	2	2	1	2	2	1	1	1	206.40701	226.15786	238.14229	214.20344	0	8	8
"11678"	14	65.01	54.146	0.678	0.142	12	107.52	53.918	1.489	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.1	1	1	1	1	1	1	1	30000	13	1	-2	1	3	1	1	1	3	4	2	1	1	2	1	1	1	1	1	210.22481	226.15786	238.14229	213.70514	0	1	1
"11679"	3	26.39	24.968	-0.88	0.204	2	58.14	33.917	0.499	0.152	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	74.9	1	5	5	8	8	1	1	53000	9	1	-2	1	3	2	1	1	NA	NA	2	2	2	2	2	2	2	1	1	210.22481	226.15786	238.14229	213.70514	5	1	1
"11682"	12	60.73	52.093	0.561	0.142	10	92.85	48.825	1.26	0.116	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.9	2	1	1	1	1	1	1	30000	13	1	-2	1	3	1	1	1	NA	NA	2	2	2	2	1	1	2	1	1	206.40701	226.15786	238.14229	214.20344	2	1	1
"11684"	11	58.07	50.706	0.497	0.142	4	76.81	42.959	0.956	0.13	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	81.27	1	1	1	1	1	1	1	-8	9	1	-2	1	3	1	2	1	2	1	2	2	2	1	2	NA	NA	1	1	210.22481	226.15786	238.14229	213.70514	0	NA	1
"11686"	11	53.07	47.836	0.332	0.143	6	76.18	42.704	0.937	0.13	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.9	2	5	5	8	8	0	0	-8	13	1	-2	1	3	2	2	1	NA	NA	2	2	2	1	-8	1	1	1	1	206.40701	233.28033	238.14229	214.20344	2	1	1
"11687"	9	39.37	37.875	-0.186	0.165	3	63.68	37.001	0.644	0.143	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.1	1	2	2	6	6	0	0	-8	9	1	-2	1	2	1	2	1	NA	NA	2	2	2	1	1	2	2	1	1	210.22481	226.15786	238.14229	213.70514	6	1	1
"11688"	11	44.08	41.673	0.01	0.151	6	86.48	46.591	1.086	0.127	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.87	2	1	1	2	2	2	2	19000	13	1	-2	1	2	1	2	1	1	4	2	2	2	2	2	2	2	1	1	206.40701	226.15786	238.14229	214.20344	0	1	1
"11689"	12	54.06	48.434	0.364	0.143	6	78.1	43.467	0.982	0.129	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.83	2	1	1	1	1	1	1	17000	11	1	-2	1	2	2	2	1	1	1	2	2	2	2	2	1	2	1	1	206.40701	226.15786	238.14229	214.20344	1	1	1
"11690"	13	58.14	50.74	0.5	0.142	7	86.26	46.513	1.091	0.117	-1	1	-9	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-9	68.6	2	1	3	3	5	3	2	-8	7	1	-2	1	2	-8	2	3	1	1	2	2	2	1	2	2	1	1	1	206.40701	233.28033	238.14229	214.20344	2	1	1
"11693"	10	54.75	48.841	0.388	0.176	10	97.55	50.443	1.284	0.114	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	73.8	2	3	3	4	4	4	4	4800	-1	1	-2	1	2	1	2	2	1	4	2	2	2	2	2	2	2	1	1	206.40701	226.15786	238.14229	214.20344	1	1	1
"11694"	7	37.51	36.272	-0.261	0.165	7	84.87	46.011	1.049	0.118	1	158	1	-1	-1	17	-1	-1	1	-1	1	4	-1	4	1	1	73.63	2	2	1	2	2	0	1	20000	6	1	-2	1	2	2	1	1	NA	NA	1	1	1	2	1	1	2	1	1	206.40701	226.15786	238.14229	214.20344	5	1	1
"11695"	15	76.53	58.812	0.928	0.147	13	125.06	60.571	1.759	0.138	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.57	1	1	1	2	2	1	1	40000	10	1	-2	1	2	1	2	1	3	3	2	2	2	1	2	2	1	1	1	210.22481	226.15786	238.14229	213.70514	1	1	1
"11696"	13	63.57	53.477	0.633	0.142	12	106.42	53.526	1.459	0.125	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	71.6	2	3	3	4	4	3	3	27480	-1	1	-2	1	2	1	2	1	NA	NA	2	2	2	1	1	1	1	1	1	206.40701	226.15786	238.14229	214.20344	0	1	1
"11697"	11	43.13	40.935	-0.027	0.152	7	81.67	44.833	1.026	0.12	-1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	82.37	1	3	3	5	5	2	2	19000	-1	1	-2	1	2	1	1	2	2	3	2	2	2	1	1	2	2	1	1	210.22481	226.15786	238.14229	213.70514	4	1	1
"11698"	13	73.98	57.867	0.864	0.145	15	123.51	59.95	1.717	0.138	1	1	1	-1	-1	-1	-1	-1	1	-1	3	2	3	2	1	1	76.73	1	2	2	2	2	0	0	65000	13	2	-2	3	2	2	1	1	2	4	2	2	2	2	2	1	2	1	1	88.4025	103.68923	100.43096	89.86603	6	3	3
"11699"	13	67.68	55.33	0.747	0.142	5	86.14	46.469	1.086	0.127	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68.53	2	3	3	4	4	1	1	24000	-1	2	-2	3	2	1	1	1	NA	NA	2	2	2	2	1	2	1	1	1	215.10576	243.11163	248.17849	223.23077	6	1	1
"11700"	10	54.29	48.567	0.371	0.143	4	80.05	44.223	1.008	0.133	1	1	1	-1	-1	-1	-1	-1	1	-1	2	-1	-1	-1	1	1	73.67	1	1	1	9	9	5	2	-8	13	2	-2	3	2	2	1	1	NA	NA	2	2	1	1	2	2	1	1	1	219.08446	222.6746	290.36029	222.71146	5	2	2
"11701"	10	41.18	39.374	-0.113	0.166	7	81.94	44.935	1.017	0.12	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.9	2	1	1	1	1	1	2	18000	13	2	-2	3	2	2	1	2	2	2	2	2	2	1	2	1	2	1	1	215.10576	235.68899	248.17849	223.23077	0	1	1
"11702"	10	55.42	49.23	0.411	0.142	9	96.27	50	1.27	0.122	1	1	-9	-1	-1	-1	-1	-1	1	-1	2	-1	-1	-1	1	-9	68.8	1	3	3	9	9	9	5	42000	-1	2	-2	3	2	2	1	1	NA	NA	2	2	1	1	2	2	1	1	1	219.08446	222.6746	355.30166	222.71146	6	2	2
"11703"	13	68.01	55.468	0.753	0.142	12	109.06	54.468	1.498	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	71.97	2	1	1	6	6	1	1	37000	13	2	-2	3	2	1	1	1	1	1	2	2	1	2	2	2	2	1	1	215.10576	235.68899	248.17849	223.23077	1	1	1
"11705"	12	55.8	49.443	0.425	0.142	3	62.33	36.288	0.61	0.145	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.47	2	1	1	6	6	1	1	4000	6	2	-2	3	2	2	2	1	1	2	2	1	2	2	2	2	2	1	1	215.10576	235.68899	248.17849	223.23077	0	1	1
"11706"	13	60.98	52.219	0.568	0.142	11	103.98	52.669	1.404	0.115	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.33	2	2	1	2	2	0	1	-8	13	2	-2	3	2	2	1	1	2	4	2	2	2	2	2	2	1	1	1	215.10576	243.11163	248.17849	223.23077	2	1	1
"11707"	16	107.81	68.913	1.464	0.189	12	103.45	52.483	1.384	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.27	1	1	1	2	2	3	3	75000	16	2	-2	3	2	2	1	1	NA	NA	2	2	2	1	2	2	1	1	1	219.08446	235.68899	248.17849	222.71146	1	1	1
"11708"	12	68.13	55.521	0.755	0.143	12	113.44	56.068	1.572	0.126	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	75.03	2	1	1	1	1	2	2	-8	13	2	-2	3	2	1	1	1	1	3	2	2	1	2	2	2	1	1	1	215.10576	235.68899	248.17849	223.23077	6	1	1
"11709"	11	50.68	46.337	0.26	0.145	4	66.32	38.339	0.722	0.139	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.47	2	1	1	1	1	2	2	-8	8	2	-2	3	2	2	2	1	1	3	2	2	2	1	2	2	2	1	1	215.10576	235.68899	248.17849	223.23077	8	1	1
"11713"	14	62.3	52.867	0.6	0.142	12	120.79	58.871	1.725	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	80	2	2	2	1	1	0	0	20000	10	2	-2	3	2	1	1	1	NA	NA	2	2	2	1	2	1	2	1	1	215.10576	235.68899	248.17849	223.23077	1	1	1
"11714"	15	96.94	65.487	1.283	0.17	16	125.42	60.716	1.75	0.138	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	71.83	2	2	2	2	2	0	0	35000	16	2	-2	3	2	1	1	1	3	3	2	1	2	2	2	2	1	1	1	215.10576	235.68899	248.17849	223.23077	2	1	1
"11715"	14	68.77	55.79	0.769	0.143	15	121.74	59.245	1.69	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.17	2	1	1	2	2	1	2	54000	16	2	-2	3	2	2	1	3	1	3	2	2	2	2	2	2	1	1	1	215.10576	235.68899	248.17849	223.23077	4	1	1
"11716"	11	50.27	46.072	0.248	0.145	5	75.86	42.574	0.924	0.131	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	71.37	2	2	2	1	1	0	0	11000	10	2	-2	3	2	2	1	3	2	2	2	2	2	2	2	1	2	1	1	215.10576	235.68899	248.17849	223.23077	0	1	1
"11717"	13	67.09	55.075	0.733	0.142	11	104.82	52.964	1.439	0.116	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.87	1	1	1	1	1	1	1	-8	11	2	-2	3	2	1	1	3	NA	NA	2	2	2	2	2	2	2	1	1	219.08446	235.68899	248.17849	222.71146	6	1	1
"11718"	12	50.06	45.932	0.241	0.145	5	73.77	41.715	0.86	0.132	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.7	1	1	3	1	4	1	1	21000	13	1	-2	3	2	1	1	1	1	4	2	1	1	2	NA	1	1	1	1	237.86477	260.94072	266.37916	253.26362	6	1	1
"11719"	1	20.92	17.225	-1.292	0.209	1	40.81	21.012	-0.121	0.212	1	1	-9	1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-9	76.5	2	1	1	1	1	1	1	-8	13	1	-2	3	2	2	1	1	NA	NA	2	2	2	1	NA	2	2	1	1	237.86477	252.97372	266.37916	253.26362	1	1	1
"11720"	12	53.23	47.935	0.337	0.143	4	74.25	41.913	0.866	0.132	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.63	1	1	1	1	1	1	1	23000	9	1	-2	3	2	2	1	2	3	2	2	2	2	2	NA	2	2	1	1	237.86477	252.97372	266.37916	253.26362	0	1	1
"11721"	8	39.97	38.374	-0.188	0.165	3	65.95	38.156	0.719	0.139	1	1	1	-1	-1	-1	-1	-1	1	-1	7	-1	-1	-1	1	1	80.9	2	2	1	3	3	0	3	7000	13	1	-2	3	2	2	1	2	1	1	2	1	2	2	NA	2	2	1	1	237.86477	252.97372	266.37916	253.26362	0	7	7
"11722"	10	49.81	45.764	0.231	0.145	10	92.46	48.688	1.244	0.115	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68	2	4	4	4	4	0	0	31000	-1	1	-2	3	2	2	2	1	1	1	2	2	2	2	NA	2	1	1	1	237.86477	260.94072	266.37916	253.26362	6	1	1
"11723"	11	51.42	46.811	0.283	0.144	11	103.97	52.664	1.399	0.115	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.23	1	2	2	1	1	0	0	26000	18	1	-2	3	3	1	2	1	1	1	2	1	2	1	NA	1	1	1	1	237.86477	252.97372	266.37916	253.26362	0	1	1
"11725"	15	89.69	63.22	1.157	0.16	12	130.09	62.639	1.876	0.141	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	71.7	2	1	1	2	2	2	2	55000	18	1	-2	3	3	1	1	1	2	4	2	2	2	1	NA	2	1	1	1	237.86477	252.97372	266.37916	253.26362	2	1	1
"11726"	1	20.37	16.333	-1.341	0.211	1	54.56	31.691	0.388	0.161	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68.83	1	1	1	1	1	2	2	30000	13	1	-2	3	3	2	2	2	2	1	2	2	2	2	NA	2	1	1	1	237.86477	260.94072	266.37916	253.26362	0	1	1
"11727"	12	58.75	51.069	0.515	0.142	11	104.22	52.753	1.408	0.115	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	74.87	2	1	1	1	1	2	2	40000	13	1	-2	3	3	2	2	1	NA	NA	2	2	2	1	NA	NA	NA	1	1	237.86477	252.97372	266.37916	253.26362	6	NA	1
"11729"	13	60.37	51.911	0.553	0.142	8	105.58	53.229	1.481	0.116	NA	NA	NA	NA	NA	NA	NA	NA	1	-1	NA	NA	NA	NA	NA	NA	77.5	1	3	3	4	4	1	1	-8	-1	1	-2	3	3	2	1	1	NA	NA	2	NA	2	1	NA	NA	NA	1	1	237.86477	252.97372	266.37916	253.26362	0	NA	1
"11733"	14	79.38	59.823	0.984	0.149	13	124.52	60.352	1.778	0.138	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.53	2	1	1	1	1	1	1	35000	18	1	-2	3	3	1	1	1	2	3	2	2	2	1	NA	2	1	1	1	237.86477	252.97372	266.37916	253.26362	6	1	1
"11734"	15	74.19	57.947	0.871	0.145	13	106.91	53.702	1.454	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.23	1	2	2	1	1	0	0	-8	12	1	-2	3	3	1	1	1	NA	NA	2	2	1	1	NA	2	1	1	1	237.86477	260.94072	266.37916	253.26362	7	1	1
"11735"	7	41.56	39.687	-0.113	0.166	4	69.01	39.618	0.775	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.03	1	1	1	1	1	1	1	11000	11	1	-2	3	2	2	2	1	2	2	2	2	2	2	NA	1	2	1	1	237.86477	252.97372	266.37916	253.26362	2	1	1
"11736"	12	48.78	45.077	0.194	0.146	13	118.36	57.927	1.623	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68.17	1	1	1	1	1	1	1	50000	17	1	-2	3	2	2	2	1	3	3	2	2	2	1	NA	2	1	1	1	237.86477	260.94072	266.37916	253.26362	6	1	1
"11739"	8	44.66	42.115	0.012	0.168	4	66.95	38.641	0.723	0.138	1	1	1	-1	-1	-1	-1	-1	1	-1	8	-1	-1	-1	1	1	76.23	1	1	1	1	1	1	1	35000	13	1	-2	3	2	2	2	2	2	1	2	1	2	1	NA	2	1	1	1	237.86477	252.97372	266.37916	253.26362	0	8	8
"11742"	12	58.17	50.757	0.5	0.142	11	104.32	52.786	1.404	0.115	111	111	111	-1	29	26	26	-1	1	-1	5	-1	1	-1	111	111	77.73	2	2	2	1	1	0	0	47000	18	2	-2	3	5	2	2	1	1	1	1	2	1	2	NA	1	2	1	1	127.33195	193.19885	0	0	6	5	5
"11743"	11	53.89	48.335	0.358	0.143	13	120.42	58.729	1.694	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	71.03	1	1	1	1	1	1	1	55000	11	2	-2	3	3	1	1	1	2	1	2	1	1	2	NA	1	1	1	1	341.39725	374.51717	0	0	6	1	1
"11744"	13	61.84	52.647	0.588	0.141	10	87.63	46.998	1.114	0.117	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.13	1	1	1	1	1	1	1	54000	13	2	-2	3	3	1	2	1	NA	NA	2	1	1	2	NA	1	1	1	1	341.39725	363.08247	0	0	2	1	1
"11745"	12	61.3	52.378	0.575	0.141	11	114.41	56.429	1.565	0.13	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.1	2	1	1	1	1	1	2	80000	16	2	-2	3	5	1	2	1	1	1	2	1	2	2	NA	2	1	1	1	341.39725	363.08247	0	0	6	1	1
"11746"	10	48.46	44.854	0.181	0.146	4	72.06	40.984	0.82	0.133	1	1	1	-1	-1	-1	-1	-1	1	-1	2	-1	-1	-1	1	1	71.87	1	1	1	1	1	2	2	145000	13	2	-2	3	2	1	2	1	NA	NA	2	2	2	2	NA	2	2	1	1	341.39725	393.82199	0	0	0	2	2
"11747"	12	48.75	45.051	0.193	0.146	11	118.56	58.006	1.645	0.131	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.53	1	4	4	5	5	0	0	0	-1	2	-2	3	2	2	2	2	1	1	2	2	2	2	NA	2	2	1	1	341.39725	363.08247	0	0	-9	1	1
